title,doi,openalex_id,year,confidence_tier,source_link,pdf_url,status,mention_count,matched_terms,match_strength,discovery_source,expectation,scan_method,error
Theoretical study and simulation analysis of distributed vibration de-icing technology for medium voltage overhead lines,10.2478/amns-2025-0465,https://openalex.org/W4408368446,2025.0,medium,https://amns.sciendo.com/pdf/10.2478/amns-2025-0465,https://doi.org/10.2478/amns-2025-0465,error,0,,,channel_a:CLAMPS-1,,html_scrape,"Page.goto: Download is starting
Call log:
  - navigating to ""https://doi.org/10.2478/amns-2025-0465"", waiting until ""domcontentloaded""
"
TransCNN: A Hybrid Framework for Aircraft Wake Vortex Detection and Safety Interval Assessment,10.1109/taes.2025.3578555,https://openalex.org/W4412444978,2025.0,medium,https://doi.org/10.1109/taes.2025.3578555,https://doi.org/10.1109/taes.2025.3578555,no_matches,0,,,channel_b:B2:SCALES+Doppler lidar,,html_scrape,
Transition of the Karakoram anomaly under emerging hydroclimatic trends,10.1016/j.scitotenv.2025.180678,https://openalex.org/W4416202189,2025.0,medium,https://doi.org/10.1016/j.scitotenv.2025.180678,https://doi.org/10.1016/j.scitotenv.2025.180678,no_matches,0,,,channel_e:Perdigão,,html_scrape,
WF-PPG: A Wrist-finger Dual-Channel Dataset for Studying the Impact of Contact Pressure on PPG Morphology,10.1038/s41597-025-04453-7,https://openalex.org/W4407083654,2025.0,medium,https://www.nature.com/articles/s41597-025-04453-7.pdf,https://doi.org/10.1038/s41597-025-04453-7,no_matches,0,,,channel_a:CLAMPS-2,,html_scrape,
Wake measurement of utility-scale wind turbine wake using drone,10.1088/1742-6596/3016/1/012015,https://openalex.org/W4410872864,2025.0,medium,https://doi.org/10.1088/1742-6596/3016/1/012015,https://iopscience.iop.org/article/10.1088/1742-6596/3016/1/012015,no_matches,0,,,channel_b:B2:SCALES+Doppler lidar,,html_scrape,
What Can Polarimetric Radar Signatures of Developing Downbursts Reveal about Their Intensity?,10.1175/jas-d-25-0014.1,https://openalex.org/W4412538887,2025.0,medium,https://doi.org/10.1175/jas-d-25-0014.1,https://journals.ametsoc.org/doi/full/10.1175/jas-d-25-0014.1,no_matches,0,,,channel_e:PBLTops,,html_scrape,
,10.1175/mwr-d-25-0006.1,https://openalex.org/W4412828936,2025.0,medium,https://doi.org/10.1175/mwr-d-25-0006.1,https://journals.ametsoc.org/doi/full/10.1175/mwr-d-25-0006.1,no_matches,0,,,channel_g:ground_truth,,html_scrape,
,10.1175/bams-d-23-0319.1,https://openalex.org/W4407224780,2025.0,medium,https://doi.org/10.1175/bams-d-23-0319.1,https://journals.ametsoc.org/doi/full/10.1175/bams-d-23-0319.1,no_matches,0,,,channel_g:ground_truth,,html_scrape,
,10.1175/bams-d-24-0162.1,https://openalex.org/W4411351044,2025.0,medium,https://doi.org/10.1175/bams-d-24-0162.1,https://journals.ametsoc.org/doi/full/10.1175/bams-d-24-0162.1,no_matches,0,,,channel_g:ground_truth,,html_scrape,
,10.1175/mwr-d-24-0166.1,https://openalex.org/W4411982573,2025.0,medium,https://doi.org/10.1175/mwr-d-24-0166.1,https://journals.ametsoc.org/doi/full/10.1175/mwr-d-24-0166.1,no_matches,0,,,channel_g:ground_truth,,html_scrape,
,10.37577/sainteks.v7i01,https://openalex.org/W4411393961,2025.0,medium,https://ejournal.uicm.ac.id/index.php/sainteks/article/download/843/412/,https://doi.org/10.37577/sainteks.v7i01,error,0,,,channel_a:CLAMPS-2,,html_scrape,"Page.goto: net::ERR_CERT_AUTHORITY_INVALID at https://doi.org/10.37577/sainteks.v7i01
Call log:
  - navigating to ""https://doi.org/10.37577/sainteks.v7i01"", waiting until ""domcontentloaded""
"
160W narrow-linewidth fiber laser with a homemade polarization-maintaining Tm-doped fiber,10.1117/12.3014698,https://openalex.org/W4392908476,2024.0,medium,https://doi.org/10.1117/12.3014698,https://doi.org/10.1117/12.3014698,error,0,,,channel_b:B2:SCALES+Doppler lidar,,html_scrape,Insufficient article text from https://doi.org/10.1117/12.3014698
3D Printing of Double Network Granular Elastomers with Locally Varying Mechanical Properties,10.1002/adma.202313189,https://openalex.org/W4393190612,2024.0,medium,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202313189,https://onlinelibrary.wiley.com/doi/full/10.1002/adma.202313189,no_matches,0,,,channel_a:CLAMPS-2,,html_scrape,
A Century of Reforestation Reduced Anthropogenic Warming in the Eastern United States,10.1029/2023ef003663,https://openalex.org/W4391777429,2024.0,medium,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2023EF003663,https://onlinelibrary.wiley.com/doi/full/10.1029/2023ef003663,no_matches,0,,,channel_e:CHEESEHEAD,,html_scrape,
A Comparison of Thunderstorm Identification Methods,10.1175/jtech-d-23-0084.1,https://openalex.org/W4401823959,2024.0,medium,https://journals.ametsoc.org/downloadpdf/view/journals/atot/aop/JTECH-D-23-0084.1/JTECH-D-23-0084.1.pdf,https://journals.ametsoc.org/doi/full/10.1175/jtech-d-23-0084.1,no_matches,0,,,channel_d:Adam L. Houston,,html_scrape,
A New Machine Learning Retrieval of Liquid Water Path Optimized for Mixed-Phase Cold Air Outbreaks Using Radiometer and Radar Observations,10.31223/x5hq56,https://openalex.org/W4403247294,2024.0,medium,https://eartharxiv.org/repository/object/7836/download/14799/,https://doi.org/10.31223/x5hq56,no_matches,0,,,channel_d:Bart Geerts,,html_scrape,
A Red Flag Threat Index Based on the Real-Time Mesoscale Analysis for Use in the Warn-on-Forecast System,10.1175/bams-d-24-0028.1,https://openalex.org/W4404324773,2024.0,medium,https://journals.ametsoc.org/downloadpdf/view/journals/bams/aop/BAMS-D-24-0028.1/BAMS-D-24-0028.1.pdf,https://journals.ametsoc.org/doi/full/10.1175/bams-d-24-0028.1,no_matches,0,,,channel_e:EPIC,,html_scrape,
A Scalable Real-Time Data Assimilation Framework for Predicting Turbulent Atmosphere Dynamics,10.1109/scw63240.2024.00009,https://openalex.org/W4406157736,2024.0,medium,https://doi.org/10.1109/scw63240.2024.00009,https://doi.org/10.1109/scw63240.2024.00009,no_matches,0,,,channel_d:Hristo G. Chipilski,,html_scrape,
A Two-Stage Optimisation of Ship Hull Structure Combining Fractional Factorial Design Technique and NSGA-II Algorithm,10.3390/jmse12030411,https://openalex.org/W4392154748,2024.0,medium,https://www.mdpi.com/2077-1312/12/3/411/pdf?version=1708959067,https://www.mdpi.com/2077-1312/12/3/411/full?version=1708959067,no_matches,0,,,channel_a:CLAMPS-2,,html_scrape,
A Vertically Resolved Canopy Improves Chemical Transport Model Predictions of Ozone Deposition to North Temperate Forests,10.1029/2024jd042092,https://openalex.org/W4405535314,2024.0,medium,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2024JD042092,https://onlinelibrary.wiley.com/doi/full/10.1029/2024jd042092,no_matches,0,,,channel_e:CHEESEHEAD,,html_scrape,
A multi-instrument fuzzy logic boundary-layer-top detection algorithm,10.5194/amt-17-4087-2024,https://openalex.org/W4400562150,2024.0,medium,https://amt.copernicus.org/articles/17/4087/2024/amt-17-4087-2024.pdf,https://amt.copernicus.org/articles/17/4087/2024/amt-17-4087-2024.html,mentions_found,33,AERI retrieval; CLAMPS1/2; NSSL lidar; OU lidar; data_url:NSSL CLAMPS THREDDS catalog (deep path); data_url:NSSL CLAMPS THREDDS catalog (path fragment); data_url:NSSL CLAMPS THREDDS catalog (short); dataset_doi:10.5281/zenodo.12636930; full_name; lidar retrieval,strong+contextual,channel_g:ground_truth,,html_scrape,
A330-300 Wake Encounter by ARJ21 Aircraft,10.3390/aerospace11020144,https://openalex.org/W4391655317,2024.0,medium,https://www.mdpi.com/2226-4310/11/2/144/pdf?version=1707441609,https://www.mdpi.com/2226-4310/11/2/144/full?version=1707441609,no_matches,0,,,channel_b:B2:TRACER+Doppler lidar,,html_scrape,
Aeroelastic Wind Tunnel Testing of Yawed Wind Turbine Rotor with Teetering Hub,10.2514/6.2024-1701,https://openalex.org/W4391328503,2024.0,medium,http://dx.doi.org/10.2514/6.2024-1701,https://doi.org/10.2514/6.2024-1701,no_matches,0,,,channel_b:B3:SCALES+CLAMPS-1+boundary layer,,html_scrape,
Air quality improvements can strengthen China’s food security,10.1038/s43016-023-00882-y,https://openalex.org/W4390500946,2024.0,medium,https://doi.org/10.1038/s43016-023-00882-y,https://doi.org/10.1038/s43016-023-00882-y,no_matches,0,,,channel_e:CHEESEHEAD,,html_scrape,
An Appraisal of the Progress in Utilizing Radiosondes and Satellites for Monitoring Upper Air Temperature Profiles,10.3390/atmos15030387,https://openalex.org/W4393036771,2024.0,medium,https://www.mdpi.com/2073-4433/15/3/387/pdf?version=1711032811,https://www.mdpi.com/2073-4433/15/3/387/full?version=1711032811,no_matches,0,,,channel_e:PECAN,,html_scrape,
An improved statistical wake meandering model,10.1088/1742-6596/2767/9/092048,https://openalex.org/W4399489085,2024.0,medium,http://dx.doi.org/10.1088/1742-6596/2767/9/092048,https://iopscience.iop.org/article/10.1088/1742-6596/2767/9/092048,no_matches,0,,,channel_b:B2:TRACER+Doppler lidar,,html_scrape,
"An intercomparison of EarthCARE cloud, aerosol, and precipitation retrieval products",10.5194/amt-17-875-2024,https://openalex.org/W4391462275,2024.0,medium,https://amt.copernicus.org/articles/17/875/2024/amt-17-875-2024.pdf,https://amt.copernicus.org/articles/17/875/2024/amt-17-875-2024.html,mentions_found,5,lidar retrieval,contextual,channel_e:TRACER,,html_scrape,
Analysis of NREL-5MW wind turbine wake under varied incoming turbulence conditions,10.1016/j.renene.2024.120136,https://openalex.org/W4391807381,2024.0,medium,https://doi.org/10.1016/j.renene.2024.120136,https://doi.org/10.1016/j.renene.2024.120136,no_matches,0,,,channel_b:B2:SCALES+Doppler lidar,,html_scrape,
Assessment of potential sources of airborne pollen in a high-mountain mediterranean natural environment,10.1016/j.atmosenv.2024.120917,https://openalex.org/W4404095678,2024.0,medium,https://doi.org/10.1016/j.atmosenv.2024.120917,https://doi.org/10.1016/j.atmosenv.2024.120917,no_matches,0,,,channel_b:B2:TRACER+Doppler lidar,,html_scrape,
"Author response for ""Evaluation of Hub‐Height Wind Forecasts Over the New York Bight""",10.1002/we.2936/v2/response1,https://openalex.org/W4401112360,2024.0,medium,https://doi.org/10.1002/we.2936/v2/response1,https://onlinelibrary.wiley.com/doi/full/10.1002/we.2936/v2/response1,no_matches,0,,,channel_e:SPLASH-SAIL,,html_scrape,
Author's Response on essd-2023-371,10.5194/essd-2023-371-ac1,https://openalex.org/W4391595127,2024.0,medium,https://essd.copernicus.org/preprints/essd-2023-371/essd-2023-371.pdf,https://essd.copernicus.org/preprints/essd-2023-371/essd-2023-371-ac1.html,no_matches,0,,,channel_d:Francesca M. Lappin,,html_scrape,
Automated electrochemical oxygen sensing using a 3D-printed microfluidic lab-on-a-chip system,10.1039/d4lc00962b,https://openalex.org/W4405868152,2024.0,medium,https://pubs.rsc.org/en/content/articlepdf/2025/lc/d4lc00962b,https://doi.org/10.1039/d4lc00962b,no_matches,0,,,channel_a:CLAMPS-2,,html_scrape,
Bias‐Eliminating Techniques in the Computation of Power Spectra for Characterizing Gravity Waves: Interleaved Methods and Error Analyses,10.1029/2023ea003499,https://openalex.org/W4403304558,2024.0,medium,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2023EA003499,https://onlinelibrary.wiley.com/doi/full/10.1029/2023ea003499,no_matches,0,,,channel_b:B2:LAPSE-RATE+Doppler lidar,,html_scrape,
Breakdown of the velocity and turbulence in the wake of a wind turbine – Part 2: Analytical modelling,10.5194/wes-9-119-2024,https://openalex.org/W4391011650,2024.0,medium,https://wes.copernicus.org/articles/9/119/2024/wes-9-119-2024.pdf,https://wes.copernicus.org/articles/9/119/2024/wes-9-119-2024.html,no_matches,0,,,channel_b:B2:TRACER+Doppler lidar,,html_scrape,
Challenges of high-fidelity air quality modeling in urban environments – PALM sensitivity study during stable conditions,10.5194/gmd-17-7513-2024,https://openalex.org/W4403849980,2024.0,medium,https://gmd.copernicus.org/articles/17/7513/2024/gmd-17-7513-2024.pdf,https://gmd.copernicus.org/articles/17/7513/2024/gmd-17-7513-2024.html,no_matches,0,,,channel_b:B2:TRACER+Doppler lidar,,html_scrape,
Changing windstorm characteristics over the US Northeast in a single model large ensemble,10.1088/1748-9326/ad801b,https://openalex.org/W4402883637,2024.0,medium,https://doi.org/10.1088/1748-9326/ad801b,https://iopscience.iop.org/article/10.1088/1748-9326/ad801b,no_matches,0,,,channel_e:Perdigão,,html_scrape,
Characterization of Local Wind Profiles: A Random Forest Approach for Enhanced Wind Profile Extrapolation,10.5194/wes-2023-178,https://openalex.org/W4391533311,2024.0,medium,https://doi.org/10.5194/wes-2023-178,https://wes.copernicus.org/preprints/wes-2023-178/wes-2023-178.html,no_matches,0,,,channel_e:AWAKEN,,html_scrape,
Collocating wind data: A case study on the verification of the CERRA dataset,10.1088/1742-6596/2875/1/012016,https://openalex.org/W4404068885,2024.0,medium,https://iopscience.iop.org/article/10.1088/1742-6596/2875/1/012016/pdf,https://iopscience.iop.org/article/10.1088/1742-6596/2875/1/012016,no_matches,0,,,channel_e:AWAKEN,,html_scrape,
Comment on egusphere-2024-868,10.5194/egusphere-2024-868-rc1,https://openalex.org/W4399392933,2024.0,medium,https://doi.org/10.5194/egusphere-2024-868-rc1,https://egusphere.copernicus.org/preprints/egusphere-2024-868-rc1/egusphere-2024-868-rc1.html,no_matches,0,,,channel_d:Timothy J. Wagner,,html_scrape,
Comment on wes-2023-150,10.5194/wes-2023-150-rc2,https://openalex.org/W4391733713,2024.0,medium,https://doi.org/10.5194/wes-2023-150-rc2,https://wes.copernicus.org/preprints/wes-2023-150-rc2/wes-2023-150-rc2.html,no_matches,0,,,channel_b:B2:TRACER+Doppler lidar,,html_scrape,
Comparison of classical and drone based hard-target methodologies applied to scanning lidar for offshore wind,10.1088/1742-6596/2875/1/012041,https://openalex.org/W4404068680,2024.0,medium,https://doi.org/10.1088/1742-6596/2875/1/012041,https://iopscience.iop.org/article/10.1088/1742-6596/2875/1/012041,no_matches,0,,,channel_e:AWAKEN,,html_scrape,
Constrained synthetic wind fields from high-resolution 3D WindScanner measurements,10.1088/1742-6596/2767/4/042036,https://openalex.org/W4399490950,2024.0,medium,https://doi.org/10.1088/1742-6596/2767/4/042036,https://iopscience.iop.org/article/10.1088/1742-6596/2767/4/042036,no_matches,0,,,channel_e:AWAKEN,,html_scrape,
DESIGN AND ANALYSIS OF WASTE HEAT RECOVERY SYSTEMS FOR AUTOMOTIVE APPLICATIONS,10.56726/irjmets47871,https://openalex.org/W4390571170,2024.0,medium,https://doi.org/10.56726/irjmets47871,https://doi.org/10.56726/irjmets47871,no_matches,0,,,channel_a:CLAMPS2,,html_scrape,
Digital Twin-Based Clamping Sequence Analysis and Optimization for Improved Geometric Quality,10.3390/app14020510,https://openalex.org/W4390671235,2024.0,medium,https://www.mdpi.com/2076-3417/14/2/510/pdf?version=1704526181,https://www.mdpi.com/2076-3417/14/2/510/full?version=1704526181,no_matches,0,,,channel_a:CLAMPS-1,,html_scrape,
"Effects of N-acetylcysteine on sciatic nerve healing: A histopathological, functional, and biochemical study of the rat sciatic nerve",10.52312/jdrs.2024.1784,https://openalex.org/W4400424581,2024.0,medium,https://jointdrs.org/full-text-pdf/1624,https://doi.org/10.52312/jdrs.2024.1784,no_matches,0,,,channel_a:CLAMPS-1,,html_scrape,
Energy from buildings is key to a warming climate,10.1038/s41558-024-02131-x,https://openalex.org/W4402702658,2024.0,medium,https://doi.org/10.1038/s41558-024-02131-x,https://doi.org/10.1038/s41558-024-02131-x,no_matches,0,,,channel_e:TRACER,,html_scrape,
Enhancing Meteorological Mobile Radar Observations Through Radar Location Optimization,10.1109/tgrs.2024.3447550,https://openalex.org/W4401726556,2024.0,medium,https://doi.org/10.1109/tgrs.2024.3447550,https://doi.org/10.1109/tgrs.2024.3447550,no_matches,0,,,channel_d:Xuguang Wang,,html_scrape,
Estimating terrestrial carbon dioxide and water vapor fluxes from geostationary satellites in near-real time: the ALIVE framework,10.5194/egusphere-egu24-4743,https://openalex.org/W4392599322,2024.0,medium,https://doi.org/10.5194/egusphere-egu24-4743,https://egusphere.copernicus.org/preprints/egusphere-egu24-4743/egusphere-egu24-4743.html,no_matches,0,,,channel_e:CHEESEHEAD,,html_scrape,
Estimating the concentration of silver iodide needed to detect unambiguous signatures of glaciogenic cloud seeding,10.5194/acp-24-13833-2024,https://openalex.org/W4405379199,2024.0,medium,https://acp.copernicus.org/articles/24/13833/2024/acp-24-13833-2024.pdf,https://acp.copernicus.org/articles/24/13833/2024/acp-24-13833-2024.html,no_matches,0,,,channel_d:Bart Geerts,,html_scrape,
Estimating the concentration of silver iodide needed to detect unambiguous signatures of glaciogenic cloud seeding,10.5194/egusphere-2024-2301,https://openalex.org/W4401340667,2024.0,medium,https://egusphere.copernicus.org/preprints/2024/egusphere-2024-2301/egusphere-2024-2301.pdf,https://egusphere.copernicus.org/preprints/egusphere-2024-2301/egusphere-2024-2301.html,no_matches,0,,,channel_d:Bart Geerts,,html_scrape,
Estimating the turbulent kinetic energy dissipation rate from one-dimensional velocity measurements in time,10.5194/amt-17-627-2024,https://openalex.org/W4391286061,2024.0,medium,https://amt.copernicus.org/articles/17/627/2024/amt-17-627-2024.pdf,https://amt.copernicus.org/articles/17/627/2024/amt-17-627-2024.html,no_matches,0,,,channel_b:B2:TRACER+Doppler lidar,,html_scrape,
Evaluating the Performance of Pulsed and Continuous-Wave Lidar Wind Profilers with a Controlled Motion Experiment,10.3390/rs16173191,https://openalex.org/W4401997104,2024.0,medium,https://www.mdpi.com/2072-4292/16/17/3191/pdf?version=1724925713,https://www.mdpi.com/2072-4292/16/17/3191/full?version=1724925713,no_matches,0,,,channel_e:AWAKEN,,html_scrape,
Evaluation of an In‐Canopy Wind and Wind Adjustment Factor Model for Wildfire Spread Applications Across Scales,10.1029/2024ms004300,https://openalex.org/W4400360707,2024.0,medium,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2024MS004300,https://onlinelibrary.wiley.com/doi/full/10.1029/2024ms004300,no_matches,0,,,channel_d:Temple R. Lee,,html_scrape,
Examining Outer Band Supercell Environments in Landfalling Tropical Cyclones Using Ground-Based Radar Analyses,10.1175/mwr-d-23-0287.1,https://openalex.org/W4400319790,2024.0,medium,https://doi.org/10.1175/mwr-d-23-0287.1,https://journals.ametsoc.org/doi/full/10.1175/mwr-d-23-0287.1,no_matches,0,,,channel_d:Sean Waugh,,html_scrape,
Exercise‐induced potentiation of the acute hypoxic ventilatory response: Neural mechanisms and implications for cerebral blood flow,10.1113/ep091330,https://openalex.org/W4392454809,2024.0,medium,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1113/EP091330,https://doi.org/10.1113/ep091330,no_matches,0,,,channel_a:CLAMPS-1,,html_scrape,
Experimental and simulation investigation on suppressing thermal runaway in battery pack,10.1038/s41598-024-62408-1,https://openalex.org/W4399304098,2024.0,medium,https://www.nature.com/articles/s41598-024-62408-1.pdf,https://doi.org/10.1038/s41598-024-62408-1,no_matches,0,,,channel_a:CLAMPS-2,,html_scrape,
First study using a fixed-wing drone for systematic measurements of aerosol vertical distribution close to a civil airport,10.3389/fenvs.2024.1376980,https://openalex.org/W4393986787,2024.0,medium,https://www.frontiersin.org/articles/10.3389/fenvs.2024.1376980/pdf?isPublishedV2=False,https://www.frontiersin.org/articles/10.3389/fenvs.2024.1376980/full,no_matches,0,,,channel_e:AWAKEN,,html_scrape,
Forest Biophysical and Biochemical Properties from Hyperspectral and LiDAR Remote Sensing,10.1201/9781003541172-4,https://openalex.org/W2898773251,2024.0,medium,https://doi.org/10.1201/9781003541172-4,https://doi.org/10.1201/9781003541172-4,no_matches,0,,,channel_e:CHEESEHEAD,,html_scrape,
Free Vibration Analysis of Porous Functionally Graded Material Plates with Variable Thickness on an Elastic Foundation Using the R-Functions Method,10.3390/mca29010010,https://openalex.org/W4391322747,2024.0,medium,https://www.mdpi.com/2297-8747/29/1/10/pdf?version=1706517874,https://www.mdpi.com/2297-8747/29/1/10/full?version=1706517874,no_matches,0,,,channel_a:CLAMPS-2,,html_scrape,
Global critical soil moisture thresholds of plant water stress,10.1038/s41467-024-49244-7,https://openalex.org/W4399382258,2024.0,medium,https://www.nature.com/articles/s41467-024-49244-7.pdf,https://doi.org/10.1038/s41467-024-49244-7,no_matches,0,,,channel_e:CHEESEHEAD,,html_scrape,
High-Frequency Mapping of Downward Shortwave Radiation From GOES-R Using Gradient Boosting,10.1109/jstars.2024.3420148,https://openalex.org/W4400073264,2024.0,medium,https://doi.org/10.1109/jstars.2024.3420148,https://doi.org/10.1109/jstars.2024.3420148,no_matches,0,,,channel_e:CHEESEHEAD,,html_scrape,
High-altitude balloon-launched uncrewed aircraft system measurements of atmospheric turbulence and qualitative comparison with infrasound microphone response,10.5194/amt-17-4863-2024,https://openalex.org/W4401896388,2024.0,medium,https://doi.org/10.5194/amt-17-4863-2024,https://amt.copernicus.org/articles/17/4863/2024/amt-17-4863-2024.html,no_matches,0,,,channel_e:LAPSE-RATE,,html_scrape,
"High‐Frequency Gravity Waves and Kelvin‐Helmholtz Billows in the Tropical UTLS, as Seen From Radar Observations of Vertical Wind",10.1029/2024gl110366,https://openalex.org/W4404168509,2024.0,medium,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2024GL110366,https://onlinelibrary.wiley.com/doi/full/10.1029/2024gl110366,no_matches,0,,,channel_b:B2:LAPSE-RATE+Doppler lidar,,html_scrape,
How and Why Storms Form in the Sandhills:,10.2307/jj.13168065.26,https://openalex.org/W4393717034,2024.0,medium,http://doi.org/10.2307/jj.13168065.26,https://doi.org/10.2307/jj.13168065.26,no_matches,0,,,channel_d:Adam L. Houston,,html_scrape,
How to Engage and Adapt to Unprecedented Extremes,10.1175/bams-d-24-0138.1,https://openalex.org/W4399216018,2024.0,medium,https://journals.ametsoc.org/downloadpdf/view/journals/bams/aop/BAMS-D-24-0138.1/BAMS-D-24-0138.1.pdf,https://journals.ametsoc.org/doi/full/10.1175/bams-d-24-0138.1,no_matches,0,,,channel_e:Perdigão,,html_scrape,
Impact of Direct Radar Reflectivity Data Assimilation on the Simulation of Mesoscale Descending Inflow and Secondary Eyewall Formation in Hurricane Matthew (2016),10.1029/2023gl106514,https://openalex.org/W4392884934,2024.0,medium,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2023GL106514,https://onlinelibrary.wiley.com/doi/full/10.1029/2023gl106514,no_matches,0,,,channel_d:Xuguang Wang,,html_scrape,
Impact of WindBorne Observation Assimilation on Prediction of a TPV Merger Case From THINICE,10.1029/2024jd041395,https://openalex.org/W4403033561,2024.0,medium,https://doi.org/10.1029/2024jd041395,https://onlinelibrary.wiley.com/doi/full/10.1029/2024jd041395,no_matches,0,,,channel_d:Xuguang Wang,,html_scrape,
Impacts of Initial Condition Perturbation Blending in 10- and 40-Member Convection-Allowing Ensemble Forecasts,10.1175/mwr-d-23-0188.1,https://openalex.org/W4394568048,2024.0,medium,http://dx.doi.org/10.1175/mwr-d-23-0188.1,https://journals.ametsoc.org/doi/full/10.1175/mwr-d-23-0188.1,no_matches,0,,,channel_d:Xuguang Wang,,html_scrape,
Improvements to the dynamic wake meandering model by incorporating the turbulent Schmidt number,10.5194/wes-9-1363-2024,https://openalex.org/W4399862754,2024.0,medium,https://wes.copernicus.org/articles/9/1363/2024/wes-9-1363-2024.pdf,https://wes.copernicus.org/articles/9/1363/2024/wes-9-1363-2024.html,no_matches,0,,,channel_b:B2:TRACER+Doppler lidar,,html_scrape,
Improving CONUS Convective‐Scale Forecasting With Simultaneous Multiscale Data Assimilation,10.1029/2023jd040206,https://openalex.org/W4400880231,2024.0,medium,https://doi.org/10.1029/2023jd040206,https://onlinelibrary.wiley.com/doi/full/10.1029/2023jd040206,no_matches,0,,,channel_d:Xuguang Wang,,html_scrape,
Improving winter wheat yield prediction by accounting for weather and model parameter uncertainty while assimilating LAI and updating weather data within a crop model,10.1016/j.eja.2024.127149,https://openalex.org/W4392671506,2024.0,medium,https://doi.org/10.1016/j.eja.2024.127149,https://doi.org/10.1016/j.eja.2024.127149,no_matches,0,,,channel_e:LAFE,,html_scrape,
In situ airborne measurements of atmospheric parameters and airborne sea surface properties related to offshore wind parks in the German Bight during the project X-Wakes,10.5194/essd-16-4777-2024,https://openalex.org/W4403697872,2024.0,medium,https://essd.copernicus.org/articles/16/4777/2024/essd-16-4777-2024.pdf,https://essd.copernicus.org/articles/16/4777/2024/essd-16-4777-2024.html,no_matches,0,,,channel_e:AWAKEN,,html_scrape,
"In-Canopy Chemistry, Emissions, Deposition, and Surface Reactivity Compete to Drive Bidirectional Forest-Atmosphere Exchange of VOC Oxidation Products",10.1021/acsestair.3c00074,https://openalex.org/W4392804615,2024.0,medium,https://doi.org/10.1021/acsestair.3c00074,https://doi.org/10.1021/acsestair.3c00074,no_matches,0,,,channel_e:CHEESEHEAD,,html_scrape,
Inhibition of ALOX12–12-HETE Alleviates Lung Ischemia–Reperfusion Injury by Reducing Endothelial Ferroptosis-Mediated Neutrophil Extracellular Trap Formation,10.34133/research.0473,https://openalex.org/W4401725395,2024.0,medium,https://doi.org/10.34133/research.0473,https://doi.org/10.34133/research.0473,no_matches,0,,,channel_a:CLAMPS-1,,html_scrape,
Intracranial Voltage Profiles from Untangled Human Deep Sources Reveal Multisource Composition and Source Allocation Bias,10.1523/jneurosci.0695-24.2024,https://openalex.org/W4403936353,2024.0,medium,https://doi.org/10.1523/jneurosci.0695-24.2024,https://doi.org/10.1523/jneurosci.0695-24.2024,no_matches,0,,,channel_b:B2:SCALES+remote profiler,,html_scrape,
Investigating the loading of robotic palletized module by simulation,10.1063/5.0208957,https://openalex.org/W4395096353,2024.0,medium,https://pubs.aip.org/aip/acp/article-pdf/doi/10.1063/5.0208957/19898447/060001_1_5.0208957.pdf,https://doi.org/10.1063/5.0208957,no_matches,0,,,channel_b:B2:SCALES+remote profiler,,html_scrape,
Investigation of wind farm impacts on surface waves using coupled numerical simulations,10.1016/j.renene.2024.121671,https://openalex.org/W4403905007,2024.0,medium,https://doi.org/10.1016/j.renene.2024.121671,https://doi.org/10.1016/j.renene.2024.121671,no_matches,0,,,channel_e:AWAKEN,,html_scrape,
Is a Forest Fire a Natural Disaster? Investigating the Fire Tolerance of Various Tree Species—An Educational Module,10.3390/biomimetics9020114,https://openalex.org/W4391842451,2024.0,medium,https://www.mdpi.com/2313-7673/9/2/114/pdf?version=1707983674,https://www.mdpi.com/2313-7673/9/2/114/full?version=1707983674,no_matches,0,,,channel_a:CLAMPS-2,,html_scrape,
Large-eddy simulation of an atmospheric bore and associated gravity wave effects on wind farm performance in the Southern Great Plains,10.5194/wes-2024-84,https://openalex.org/W4401868487,2024.0,medium,https://wes.copernicus.org/preprints/wes-2024-84/wes-2024-84.pdf,https://wes.copernicus.org/preprints/wes-2024-84/wes-2024-84.html,no_matches,0,,,channel_d:Patrick Moriarty,,html_scrape,
Leading effect for wind turbine wake models,10.1016/j.renene.2023.119935,https://openalex.org/W4390576978,2024.0,medium,https://ars.els-cdn.com/content/image/1-s2.0-S0960148123018505-ga1_lrg.jpg,https://doi.org/10.1016/j.renene.2023.119935,no_matches,0,,,channel_b:B2:SCALES+Doppler lidar,,html_scrape,
"Low cost MEMS accelerometer and microphone based condition monitoring sensor, with LoRa and Bluetooth Low Energy radio",10.1016/j.ohx.2024.e00525,https://openalex.org/W4393183132,2024.0,medium,http://www.hardware-x.com/article/S2468067224000191/pdf,https://doi.org/10.1016/j.ohx.2024.e00525,no_matches,0,,,channel_a:CLAMPS-2,,html_scrape,
